Date,Open,High,Low,Close,Adj Close,Volume
2003-12-01,1.171300,1.187700,1.169600,1.187800,1.187800,0
2003-12-02,1.187600,1.191000,1.178100,1.182700,1.182700,0
2003-12-03,1.182900,1.198800,1.182100,1.185700,1.185700,0
2003-12-04,1.186100,1.199700,1.184200,1.189100,1.189100,0
2003-12-05,1.189200,1.192300,1.182000,1.183600,1.183600,0
2003-12-08,1.184400,1.186400,1.176000,1.179000,1.179000,0
2003-12-09,1.178800,1.182800,1.174200,1.178500,1.178500,0
2003-12-10,1.178500,1.182900,1.164500,1.170000,1.170000,0
2003-12-11,1.170800,1.181000,1.168600,1.174100,1.174100,0
2003-12-12,1.173800,1.176200,1.168900,1.170600,1.170600,0
2003-12-15,1.178300,1.179800,1.168800,1.169200,1.169200,0
2003-12-16,1.169300,1.179600,1.166600,1.170100,1.170100,0
2003-12-17,1.170700,1.173300,1.165200,1.166700,1.166700,0
2003-12-18,1.166500,1.167300,1.159300,1.159900,1.159900,0
2003-12-19,1.160000,1.166200,1.159600,1.165600,1.165600,0
2003-12-22,1.164300,1.169500,1.161400,1.169200,1.169200,0
2003-12-23,1.169300,1.172300,1.158900,1.169100,1.169100,0
2003-12-24,1.169300,1.170600,1.159800,1.162000,1.162000,0
2003-12-25,1.161700,1.163600,1.161600,1.162600,1.162600,0
2003-12-26,1.162500,1.169000,1.161700,1.166200,1.166200,0
2003-12-29,1.166600,1.169600,1.164200,1.165900,1.165900,0
2003-12-30,1.166100,1.166700,1.158400,1.160900,1.160900,0
2003-12-31,1.160500,1.161200,1.151000,1.155100,1.155100,0
2004-01-01,1.153900,1.158200,1.153900,1.155100,1.155100,0
2004-01-02,1.154500,1.161200,1.153500,1.156900,1.156900,0
2004-01-05,1.153700,1.162600,1.148200,1.158500,1.158500,0
2004-01-06,1.158500,1.160800,1.152200,1.158700,1.158700,0
2004-01-07,1.158800,1.168000,1.157400,1.166100,1.166100,0
2004-01-08,1.166500,1.174900,1.152100,1.154300,1.154300,0
2004-01-09,1.154100,1.155100,1.141300,1.143400,1.143400,0
2004-01-12,1.142500,1.151900,1.140000,1.151200,1.151200,0
2004-01-13,1.150700,1.154000,1.147100,1.147200,1.147200,0
2004-01-14,1.147300,1.170100,1.147300,1.158500,1.158500,0
2004-01-15,1.158900,1.172900,1.157500,1.168400,1.168400,0
2004-01-16,1.168400,1.189100,1.168200,1.184000,1.184000,0
2004-01-19,1.186200,1.190200,1.179300,1.184200,1.184200,0
2004-01-20,1.184000,1.184200,1.160700,1.163000,1.163000,0
2004-01-21,1.163100,1.165200,1.157000,1.157600,1.157600,0
2004-01-22,1.157400,1.165100,1.153900,1.159500,1.159500,0
2004-01-23,1.159400,1.171900,1.157400,1.163200,1.163200,0
2004-01-26,1.164900,1.181700,1.164800,1.178900,1.178900,0
2004-01-27,1.179000,1.186100,1.171900,1.173100,1.173100,0
2004-01-28,1.173500,1.185100,1.169800,1.184000,1.184000,0
2004-01-29,1.184400,1.190000,1.176400,1.187600,1.187600,0
2004-01-30,1.187300,1.195000,1.185100,1.187200,1.187200,0
2004-02-02,1.189000,1.197600,1.188000,1.194100,1.194100,0
2004-02-03,1.184800,1.188100,1.183100,1.183800,1.183800,0
2004-02-04,1.183100,1.188100,1.182900,1.184700,1.184700,0
2004-02-05,1.184800,1.185900,1.175100,1.180900,1.180900,0
2004-02-06,1.181100,1.181100,1.165300,1.169100,1.169100,0
2004-02-09,1.171500,1.171500,1.162400,1.166300,1.166300,0
2004-02-10,1.166200,1.172000,1.162800,1.171200,1.171200,0
2004-02-11,1.171100,1.176400,1.164100,1.165800,1.165800,0
2004-02-12,1.165800,1.168600,1.163500,1.166800,1.166800,0
2004-02-13,1.166700,1.174600,1.161000,1.174800,1.174800,0
